symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_spread,collapsing,growth_x,failures,error
BTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,53,1,1,1,0.1291,0,1.16,,
ETHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,63,1,1,2,0.2195,0,1.19,,
SOLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,76,2,1,2,0.3146,0,1.27,,
KOMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,144,6,5,0,0.0,0,0.0,,
BANKUSDT,1,86,flow_hidden,экстремальный,25,недели,69.0,0.0,36.1,0.0,0.0,0.0,0.058605091334293924,193,7,7,0,0.0,0,0.0,,
HYPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,123,6,5,5,0.0088,1,0.0,,
GIGGLEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,49,3,1,5,0.1305,1,1.12,,
MMTUSDT,0,44,none,,0,,0.0,0.0,44.3,0.0,0.0,0.0,,81,9,8,0,0.0,0,0.0,,
1000RATSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,168,2,2,2,0.4023,0,2.52,,
XRPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,0,0,2,0.1759,0,1.37,,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,105,3,3,0,0.0,0,1.09,,
ZECUSDT,1,85,flow_spring,экстремальный,25,недели,42.6,66.0,0.0,0.0,55.6,0.0,365.619979324464,218,19,19,2,0.0412,0,3.74,,
DOGEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,0,0,2,0.2759,1,1.36,,
BNBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,126,0,0,1,0.2623,1,1.17,,
UNIUSDT,1,85,flow_churn,экстремальный,25,недели,0.0,0.0,66.5,0.0,53.8,0.0,3.2858881704788825,104,2,2,10,0.0386,0,1.35,,
AKEUSDT,0,42,none,,0,,0.0,0.0,42.4,0.0,0.0,0.0,,147,10,10,0,0.0,0,0.0,,
ADAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,77,0,0,2,0.1251,0,1.19,,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,64,1,0,2,0.075,1,2.0,,
AAVEUSDT,1,82,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,67.2,0.0,80.31,90,2,2,2,0.148,1,1.14,,
DEXEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,251,2,2,0,0.0,0,29.1,,
PUMPUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,0.0016933919544418626,46,4,4,1,0.3555,0,2.0,,
LINKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,1,1,5,0.2297,0,1.14,,
NEARUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,1.5929991595584978,138,5,4,0,0.0,1,3.67,,
ONUSDT,1,75,flow_churn,сильный,12,недели,0.0,0.0,54.5,0.0,0.0,0.0,0.07891955956017484,123,10,9,0,0.0,0,0.0,,
ONDOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,121,5,3,1,0.1568,0,1.17,,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
WLDUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,0.2911201387218385,156,5,4,5,0.0448,1,3.2,,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,65,1,1,2,0.2443,1,1.53,,
CFXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,145,1,1,3,0.162,1,1.31,,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,70,1,1,3,0.0013,1,1.48,,
ENAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,101,0,0,3,0.1731,1,1.17,,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,0,0,1,0.1427,1,1.29,,
KAITOUSDT,1,73,flow_churn,сильный,25,недели,0.0,0.0,50.3,0.0,0.0,0.0,1.0070203488780356,168,16,15,0,0.0,0,0.0,,
EULUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,82,5,4,10,0.2734,0,1.14,,
TAOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,125,1,1,2,0.2247,1,2.64,,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,83,0,0,2,0.1867,1,1.33,,
