symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
HEMIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,67.6,0.0,,60,4,0,10,none,0.0,0,-0.00239,0.4985,1.39,228,79.8,,flow_dormant=база широка: 290.1% при падении 79.8% — доля 0.73 > 0.55 | flow_hidden=цена растёт: наклон 0.00852 > 0.002 | flow_leverage=цена идёт: +72.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
PENGUUSDT,1,57,flow_churn,умеренный,25,недели,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.008431,64,4,2,10,up,0.262,0,-0.02379,0.4832,1.62,228,61.9,,"flow_dormant=цикла не было: рост до пика x1.62 < x3.0, за жизнь x2.05 при падении 88.8% | flow_hidden=поток не растёт: наклон -0.02379 < 0.01 | flow_leverage=цена идёт: +31.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,51,8,6,10,up,0.155,0,-0.01673,0.4886,1.48,229,59.9,,flow_dormant=отскока не было: 9.3% < 15.0% | flow_hidden=цена растёт: наклон 0.00269 > 0.002 | flow_leverage=цена идёт: +19.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.25 > 0.95,
XLMUSDT,0,0,none,,0,,36.5,0.0,0.0,31.5,0.0,0.0,0.0,,79,8,8,10,up,0.161,0,-0.02512,0.4853,2.19,84,48.9,,flow_hidden=поток не растёт: наклон -0.02512 < 0.01 | flow_leverage=цена идёт: +22.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ONGUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,116,14,10,10,none,0.0,0,-0.00271,0.497,4.0,1,60.1,,flow_dormant=база широка: 299.7% при падении 60.1% — доля 1.99 > 0.55 | flow_hidden=цена растёт: наклон 0.00379 > 0.002 | flow_leverage=цена идёт: +71.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
DASHUSDT,0,0,none,,0,,50.7,0.0,0.0,0.0,0.0,0.0,0.0,,111,11,9,10,up,0.473,0,-0.02926,0.4769,2.64,218,70.1,,flow_hidden=поток не растёт: наклон -0.02926 < 0.01 | flow_leverage=цена идёт: +31.1% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
LITUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,60.5,0.0,,36,4,2,3,down,0.163,0,-0.00097,0.4986,1.18,237,79.5,,"flow_dormant=цикла не было: рост до пика x1.18 < x3.0, за жизнь x1.18 при падении 82.3% | flow_hidden=цена растёт: наклон 0.00350 > 0.002 | flow_leverage=цена идёт: +32.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.27 > 0.95",
GALAUSDT,0,0,none,,0,,43.1,0.0,0.0,0.0,0.0,0.0,0.0,,54,5,2,10,up,0.205,0,-0.0227,0.4872,1.45,217,84.1,,flow_hidden=поток не растёт: наклон -0.02270 < 0.01 | flow_leverage=фандинг не отрицательный: 3.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
FILUSDT,0,0,none,,0,,41.9,0.0,0.0,0.0,0.0,0.0,0.0,,64,10,8,10,up,0.134,0,-0.04872,0.4748,1.4,229,64.0,,flow_hidden=поток не растёт: наклон -0.04872 < 0.01 | flow_leverage=цена идёт: +10.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.99 > 0.95,
ACEUSDT,1,69,flow_churn,умеренный,2,дни,0.0,0.0,0.0,37.8,0.0,68.5,0.0,0.2347,137,8,7,10,up,0.289,0,0.00082,0.4999,6.17,8,68.2,,flow_dormant=база широка: 517.1% при падении 68.2% — доля 2.42 > 0.55 | flow_hidden=цена растёт: наклон 0.01978 > 0.002 | flow_leverage=цена идёт: +113.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.46 > 0.95,
POLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,38.4,0.0,,58,7,4,10,none,0.0,0,-0.00396,0.4932,1.89,224,63.9,,"flow_dormant=цикла не было: рост до пика x1.89 < x3.0, за жизнь x2.70 при падении 91.2% | flow_hidden=поток не растёт: наклон -0.00396 < 0.01 | flow_leverage=цена идёт: +40.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
BOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95,7,4,10,none,0.0,0,-0.00644,0.4961,4.69,1,38.8,,flow_dormant=падение 38.8% < 45.0% | flow_hidden=цена растёт: наклон 0.01758 > 0.002 | flow_leverage=цена идёт: +33.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
TUTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
BTWUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
TRXUSDT,1,83,flow_churn,сильный,25,недели,0.0,0.0,0.0,57.9,0.0,0.0,0.0,0.33708333333333335,59,6,4,10,up,0.214,0,0.01894,0.5086,1.42,88,18.2,,"flow_dormant=цикла не было: рост до пика x1.42 < x3.0, за жизнь x10.11 при падении 31.6% | flow_hidden=набор комкОм: однородность 0.04 < 0.35 | flow_leverage=фандинг не отрицательный: -0.5% APR > -5.0% | flow_spring=фон шумный: rel_vol 6.17 > 0.95",
XMRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,102,10,8,10,down,0.297,0,0.00087,0.4989,1.94,220,65.6,,flow_dormant=отскока не было: 8.1% < 15.0% | flow_hidden=цена растёт: наклон 0.00535 > 0.002 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 6.44 > 0.95,
CRVUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,46.9,0.0,,47,6,2,10,up,0.155,0,-0.01112,0.4933,1.28,217,63.0,,flow_dormant=база широка: 95.7% при падении 63.0% — доля 0.56 > 0.55 | flow_hidden=цена растёт: наклон 0.00562 > 0.002 | flow_leverage=цена идёт: +38.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 9.35 > 0.95,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54,6,2,10,none,0.0,0,-0.03233,0.4812,1.42,221,69.2,,"flow_dormant=цикла не было: рост до пика x1.42 < x3.0, за жизнь x3.35 при падении 93.9% | flow_hidden=поток не растёт: наклон -0.03233 < 0.01 | flow_leverage=цена идёт: +15.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 5.30 > 0.95",
1000BONKUSDT,0,0,none,,0,,42.3,0.0,0.0,0.0,0.0,29.7,0.0,,67,8,4,10,none,0.0,0,-0.03802,0.4821,1.81,228,83.5,,flow_hidden=поток не растёт: наклон -0.03802 < 0.01 | flow_leverage=цена идёт: +30.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.70 > 0.95,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38,4,1,10,none,0.0,0,-0.01917,0.4889,1.62,228,71.9,,"flow_dormant=цикла не было: рост до пика x1.62 < x3.0, за жизнь x4.43 при падении 96.5% | flow_hidden=поток не растёт: наклон -0.01917 < 0.01 | flow_leverage=цена идёт: +22.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.29 > 0.95",
HBARUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,9,7,10,none,0.0,0,-0.02214,0.4888,1.28,228,52.4,,flow_dormant=отскока не было: 7.0% < 15.0% | flow_hidden=поток не растёт: наклон -0.02214 < 0.01 | flow_leverage=цена идёт: +12.6% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 9.07 > 0.95,
FETUSDT,0,0,none,,0,,38.3,0.0,0.0,0.0,0.0,0.0,0.0,,75,11,5,10,none,0.0,0,-0.03604,0.4805,1.59,228,62.1,,flow_hidden=поток не растёт: наклон -0.03604 < 0.01 | flow_leverage=цена идёт: +19.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.05 > 0.95,
TRBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78,8,4,10,up,0.212,0,-0.03762,0.4744,2.05,128,51.2,,flow_dormant=отскока не было: 10.9% < 15.0% | flow_hidden=поток не растёт: наклон -0.03762 < 0.01 | flow_leverage=цена идёт: +30.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
MELANIAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,10,5,10,none,0.0,0,-0.01705,0.4855,1.76,221,66.9,,"flow_dormant=цикла не было: рост до пика x1.76 < x3.0, за жизнь x1.06 при падении 99.4% | flow_hidden=поток не растёт: наклон -0.01705 < 0.01 | flow_leverage=цена идёт: +45.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
NEIROUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62,6,3,10,up,0.12,0,-0.01886,0.4852,1.6,228,67.4,,flow_dormant=отскока не было: 11.8% < 15.0% | flow_hidden=цена растёт: наклон 0.00312 > 0.002 | flow_leverage=цена идёт: +15.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
WIFUSDT,0,0,none,,0,,43.9,0.0,0.0,0.0,0.0,0.0,0.0,,45,5,3,10,up,0.206,0,-0.02198,0.4868,1.93,228,73.7,,flow_hidden=поток не растёт: наклон -0.02198 < 0.01 | flow_leverage=цена идёт: +41.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 9.23 > 0.95,
BLESSUSDT,1,100,flow_fuel,экстремальный,2,дни,48.7,0.0,0.0,30.1,0.0,80.0,0.0,0.008865333333333334,88,9,3,3,none,0.0,0,0.00927,0.503,9.27,130,89.6,,flow_hidden=цена растёт: наклон 0.00798 > 0.002 | flow_leverage=цена идёт: -24.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.95 > 0.95,
COTIUSDT,1,66,flow_churn,умеренный,2,дни,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.011236416666666665,85,14,9,10,up,0.195,0,-0.00856,0.496,1.4,215,70.3,,flow_dormant=база широка: 186.6% при падении 70.3% — доля 0.79 > 0.55 | flow_hidden=цена растёт: наклон 0.00775 > 0.002 | flow_leverage=позицию не набирают: OI -0.031 < 0.15 | flow_spring=фон шумный: rel_vol 2.16 > 0.95,
ZAMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45,6,2,3,none,0.0,0,-0.01375,0.4914,2.03,225,92.7,,"flow_dormant=цикла не было: рост до пика x2.03 < x3.0, за жизнь x1.14 при падении 92.7% | flow_hidden=цена растёт: наклон 0.00870 > 0.002 | flow_leverage=цена идёт: +19.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
ENSUSDT,0,0,none,,0,,38.1,0.0,0.0,0.0,0.0,0.0,0.0,,74,7,4,10,none,0.0,0,-0.02375,0.4813,1.25,228,67.4,,flow_hidden=поток не растёт: наклон -0.02375 < 0.01 | flow_leverage=цена идёт: +33.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,1,up,0.2,0,-0.01026,0.4969,2.99,63,67.5,,"flow_dormant=цикла не было: рост до пика x2.99 < x3.0, за жизнь x2.68 при падении 67.5% | flow_hidden=поток не растёт: наклон -0.01026 < 0.01 | flow_leverage=нет живых зон, сеть не запрашивалась | flow_spring=нет живых зон",
SANDUSDT,0,0,none,,0,,43.6,0.0,0.0,0.0,0.0,0.0,0.0,,62,10,4,10,none,0.0,0,-0.0252,0.4864,1.66,211,78.8,,flow_hidden=поток не растёт: наклон -0.02520 < 0.01 | flow_leverage=цена идёт: +12.1% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69,4,4,10,up,0.104,0,-0.03453,0.4815,1.27,228,74.4,,flow_dormant=отскока не было: 11.7% < 15.0% | flow_hidden=поток не растёт: наклон -0.03453 < 0.01 | flow_leverage=фандинг не отрицательный: 3.2% APR > -5.0% | flow_spring=фон шумный: rel_vol 6.85 > 0.95,
PEOPLEUSDT,0,0,none,,0,,0.0,0.0,0.0,31.8,0.0,80.0,0.0,,81,9,4,10,none,0.0,0,-0.0084,0.4947,2.73,1,33.4,,flow_dormant=падение 33.4% < 45.0% | flow_hidden=цена растёт: наклон 0.01128 > 0.002 | flow_leverage=цена идёт: +12.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 8.24 > 0.95,
ARBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62,5,4,10,up,0.45,0,-0.02805,0.4853,1.25,228,69.1,,"flow_dormant=цикла не было: рост до пика x1.25 < x3.0, за жизнь x3.26 при падении 97.1% | flow_hidden=поток не растёт: наклон -0.02805 < 0.01 | flow_leverage=цена идёт: +26.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 5.48 > 0.95",
ROBOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24,8,2,3,down,0.121,0,-0.02904,0.487,1.89,173,83.4,,"flow_dormant=цикла не было: рост до пика x1.89 < x3.0, за жизнь x1.89 при падении 83.4% | flow_hidden=поток не растёт: наклон -0.02904 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 3.52 > 0.95",
PROMUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,29.0,0.0,80.0,0.0,2.5301666666666667,135,15,10,10,up,0.597,0,-0.00222,0.4972,1.18,238,91.0,,"flow_dormant=цикла не было: рост до пика x1.18 < x3.0, за жизнь x3.90 при падении 93.2% | flow_hidden=цена растёт: наклон 0.01496 > 0.002 | flow_leverage=цена идёт: +31.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 4.70 > 0.95",
ZORAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,13,5,10,up,0.195,0,-0.01421,0.491,1.37,229,90.1,,"flow_dormant=цикла не было: рост до пика x1.37 < x3.0, за жизнь x3.84 при падении 96.9% | flow_hidden=поток не растёт: наклон -0.01421 < 0.01 | flow_leverage=цена идёт: +19.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95",
ETHFIUSDT,1,60,flow_churn,умеренный,2,дни,0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.5569333333333334,70,5,4,10,up,0.212,0,-0.0117,0.4917,1.27,228,68.1,,"flow_dormant=цикла не было: рост до пика x1.27 < x3.0, за жизнь x3.10 при падении 96.9% | flow_hidden=цена растёт: наклон 0.00485 > 0.002 | flow_leverage=цена идёт: +49.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 5.84 > 0.95",
MAGMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
OPUSDT,0,0,none,,0,,47.7,0.0,0.0,0.0,0.0,0.0,0.0,,52,8,5,10,up,0.634,0,-0.01865,0.4891,1.5,221,78.6,,flow_hidden=поток не растёт: наклон -0.01865 < 0.01 | flow_leverage=цена идёт: +23.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.24 > 0.95,
INJUSDT,0,0,none,,0,,38.5,0.0,0.0,0.0,0.0,0.0,0.0,,65,8,5,10,up,0.367,0,-0.03363,0.4797,2.79,82,46.2,,flow_hidden=поток не растёт: наклон -0.03363 < 0.01 | flow_leverage=цена идёт: +11.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 3.51 > 0.95,
GPSUSDT,1,51,flow_churn,умеренный,25,недели,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.011955,138,13,10,10,down,0.122,0,0.01687,0.5086,4.21,4,47.2,,flow_dormant=база широка: 131.5% при падении 47.2% — доля 1.47 > 0.55 | flow_hidden=цена растёт: наклон 0.00479 > 0.002 | flow_leverage=цена идёт: +29.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
KAITOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,114,7,6,10,up,0.426,0,-0.02898,0.4886,5.19,24,76.8,,flow_dormant=база широка: 331.7% при падении 76.8% — доля 1.00 > 0.55 | flow_hidden=поток не растёт: наклон -0.02898 < 0.01 | flow_leverage=цена идёт: -48.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.23 > 0.95,
ORDIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75,12,6,10,up,0.108,0,-0.03326,0.4796,5.17,127,74.7,,flow_dormant=отскока не было: 14.7% < 15.0% | flow_hidden=поток не растёт: наклон -0.03326 < 0.01 | flow_leverage=цена идёт: +16.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
VIRTUALUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61,9,4,10,none,0.0,0,-0.02285,0.4875,1.88,228,61.6,,"flow_dormant=цикла не было: рост до пика x1.88 < x3.0, за жизнь x3.66 при падении 91.1% | flow_hidden=поток не растёт: наклон -0.02285 < 0.01 | flow_leverage=цена идёт: +21.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.41 > 0.95",
ICPUSDT,0,0,none,,0,,47.7,0.0,0.0,20.8,0.0,0.0,0.0,,98,15,9,10,up,0.183,0,-0.03048,0.4839,1.81,219,58.7,,flow_hidden=поток не растёт: наклон -0.03048 < 0.01 | flow_leverage=цена идёт: +10.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.91 > 0.95,
ZENUSDT,0,0,none,,0,,49.3,0.0,0.0,0.0,0.0,0.0,0.0,,99,11,8,10,up,0.141,0,-0.03501,0.4764,1.84,219,73.8,,flow_hidden=поток не растёт: наклон -0.03501 < 0.01 | flow_leverage=цена идёт: +20.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
MUBARAKUSDT,1,59,flow_churn,умеренный,2,дни,0.0,0.0,0.0,27.8,0.0,68.5,0.0,0.02266666666666667,99,13,9,10,none,0.0,0,-0.02329,0.491,3.28,12,49.8,,flow_dormant=отскока не было: 11.7% < 15.0% | flow_hidden=цена растёт: наклон 0.01168 > 0.002 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
TIAUSDT,0,0,none,,0,,52.5,0.0,0.0,29.8,0.0,0.0,0.0,,62,7,5,10,up,0.247,0,-0.02938,0.481,1.44,221,57.0,,flow_hidden=поток не растёт: наклон -0.02938 < 0.01 | flow_leverage=цена идёт: +19.6% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.40 > 0.95,
