symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_spread,collapsing,growth_x,failures,error
BTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,53,1,1,1,0.1286,0,1.16,,
ETHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,63,1,1,2,0.2195,0,1.19,,
GIGGLEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,49,3,1,5,0.1726,0,1.12,,
1000RATSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,168,2,2,2,0.4023,0,2.52,,
SOLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,76,2,1,2,0.317,0,1.27,,
KOMAUSDT,1,77,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,58.2,0.0,0.007314223323521875,144,6,5,0,0.0,0,5.83,,
HYPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,123,6,5,5,0.0115,0,3.76,,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,193,7,7,0,0.0,0,30.26,,
BNBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,126,0,0,1,0.1854,0,1.17,,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,105,3,3,0,0.0,0,1.09,,
ZECUSDT,1,90,flow_spring,экстремальный,25,недели,46.9,75.9,0.0,0.0,55.6,0.0,365.619979324464,218,19,19,2,0.0412,0,3.74,,
XRPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,0,0,2,0.1759,0,1.37,,
DOGEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,0,0,2,0.2759,0,1.36,,
AKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,147,10,10,0,0.0,0,39.91,,
IDOLUSDT,1,83,flow_fuel,сильный,5,неделя,0.0,0.0,39.1,0.0,62.3,0.0,0.01540210525742123,156,3,2,0,0.0,0,1.73,,
MMTUSDT,1,81,flow_churn,сильный,2,дни,0.0,0.0,65.1,0.0,0.0,0.0,0.14351826642193816,82,9,8,0,0.0,0,4.71,,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,73,2,2,3,0.0216,0,1.48,,
ADAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,77,0,0,1,0.1036,0,1.19,,
BTWUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,64,1,0,2,0.075,0,2.0,,
AAVEUSDT,1,82,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,67.2,0.0,80.31,90,2,2,2,0.1354,0,1.14,,
UNIUSDT,1,89,flow_churn,экстремальный,2,дни,0.0,0.0,74.2,0.0,53.8,0.0,3.2213242387537884,104,2,2,10,0.0386,0,1.35,,
BEATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,84,9,9,0,0.0,0,89.62,,
USUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,107,17,16,0,0.0,0,23.39,,
PUMPUSDT,1,83,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,69.4,0.0,0.0016933919544418626,46,4,4,1,0.378,0,2.0,,
1000SATSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,1,1,1,0.3923,0,2.88,,
EULUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,82,6,4,10,0.2734,0,1.14,,
DEXEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,252,2,2,0,0.0,0,29.1,,
NEARUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,1.5929991595584978,138,5,4,0,0.0,0,3.67,,
WLDUSDT,1,83,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,69.4,0.0,0.2911201387218385,156,5,4,5,0.0448,0,3.2,,
ORDIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,105,2,1,5,0.125,0,5.17,,
EPICUSDT,1,81,flow_fuel,сильный,2,дни,0.0,0.0,47.2,0.0,59.0,0.0,0.5995738733291355,203,12,12,0,0.0,0,5.06,,
ONUSDT,1,77,flow_churn,сильный,2,дни,0.0,0.0,52.3,0.0,42.8,0.0,0.07891955956017484,124,10,9,0,0.0,0,6.07,,
TLMUSDT,0,36,none,,0,,0.0,0.0,35.9,0.0,0.0,0.0,,207,3,3,0,0.0,0,5.34,,
KAITOUSDT,1,93,flow_churn,экстремальный,2,дни,0.0,0.0,81.0,0.0,59.0,0.0,0.3952962500029632,168,16,15,0,0.0,0,5.19,,
ONDOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,121,5,3,1,0.1358,0,1.17,,
UAIUSDT,1,76,flow_churn,сильный,2,дни,0.0,0.0,56.8,0.0,0.0,0.0,0.19952641983312644,98,9,7,2,0.1299,0,5.3,,
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
PTBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,106,4,4,0,0.0,1,3.01,,
LINKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,1,1,5,0.2297,0,1.14,,
TAOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,125,1,1,1,0.0338,0,2.64,,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,65,1,1,2,0.2443,0,1.53,,
AEVOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,135,2,2,1,0.4495,0,1.21,,
FIGHTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,35,2,1,1,0.3716,0,1.53,,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
ENAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,101,0,0,3,0.1731,0,1.17,,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,143,1,0,0,0.0,0,259.49,,
BULLAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,181,12,12,0,0.0,0,19.2,,
SYNUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,216,7,7,0,0.0,0,26.56,,
LTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,1,1,5,0.2963,0,1.1,,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,83,0,0,2,0.1878,0,1.33,,
HOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,140,0,0,0,0.0,0,4.56,,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,109,0,0,3,0.1639,0,1.46,,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,0,0,1,0.1506,0,1.29,,
TRXUSDT,1,86,flow_fuel,экстремальный,25,недели,55.1,0.0,0.0,0.0,69.4,0.0,0.31655203478332194,93,6,4,5,0.3304,0,1.42,,
XMRUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,55.6,0.0,312.8900740777555,170,7,5,1,0.316,0,2.22,,
TAKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,91,5,4,10,0.1027,0,1.91,,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,83,0,0,1,0.3063,0,1.17,,
AIOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,128,1,1,10,0.0093,0,3.94,,
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,118,0,0,0,0.0,0,1.11,,
ZAMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,54,3,3,0,0.0,0,0.0,,
PENGUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,108,1,0,2,0.1794,0,1.64,,
1000XECUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,48.7,57.2,67.2,0.0,0.005762,151,4,4,5,0.0835,0,1.33,,
BABYUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,153,2,2,0,0.0,0,122.53,,
FARTCOINUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,50,0,0,1,0.0642,0,2.0,,
INJUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,55.6,0.0,4.579709643740141,112,7,6,1,0.125,0,2.79,,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,122,2,2,5,0.1025,0,2.19,,
DASHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,189,4,3,10,0.0229,0,2.76,,
TAGUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,140,10,10,5,0.0228,0,8.82,,
ICNTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,117,1,1,0,0.0,0,2.67,,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,52,1,1,1,0.1974,0,1.86,,
VANRYUSDT,0,28,none,,0,,0.0,0.0,28.2,0.0,0.0,0.0,,140,1,1,0,0.0,0,1.67,,
RIFUSDT,1,79,flow_churn,сильный,5,неделя,0.0,0.0,55.8,0.0,59.0,0.0,0.032894818697177725,206,14,14,0,0.0,0,5.19,,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
LITUSDT,1,80,flow_churn,сильный,7,неделя,0.0,0.0,63.9,0.0,0.0,0.0,1.481187912477085,52,7,6,1,0.1465,0,0.0,,
HBARUSDT,1,73,flow_taker,сильный,25,недели,0.0,0.0,0.0,51.7,0.0,0.0,0.06957,88,0,0,2,0.1996,0,1.13,,
SOONUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,0.15673263418028888,163,9,8,0,0.0,0,1.27,,
EVAAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,118,2,2,1,0.0764,0,14.03,,
CFXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,146,1,1,3,0.162,0,1.31,,
ARBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,0,0,3,0.1111,0,1.16,,
ESPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,4,1,0.0858,0,3.77,,
ALLOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,102,8,7,3,0.1295,0,12.39,,
UBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,131,9,9,0,0.0,0,13.73,,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,106,1,1,1,0.0827,0,1.81,,
BROCCOLI714USDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,144,1,1,2,0.1545,0,8.41,,
