symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
UNIUSDT,1,71,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,46.2,0.0,3.093666666666666,69,7,3,10,up,0.38,0,-0.02034,0.4864,1.35,229,64.8,,flow_dormant=цикла не было: рост до пика x1.35 < x3.0 | flow_hidden=цена растёт: наклон 0.00556 > 0.002 | flow_spring=фон шумный: rel_vol 1.63 > 0.95,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49,8,3,10,up,0.168,0,-0.01664,0.4903,2.0,222,69.3,,flow_dormant=цикла не было: рост до пика x2.00 < x3.0 | flow_hidden=поток не растёт: наклон -0.01664 < 0.01 | flow_spring=нет опорной зоны под ценой,
HOMEUSDT,1,87,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,61.6,0.0,0.007253333333333334,98,12,10,10,none,0.0,0,-0.01022,0.4934,4.56,68,91.7,,flow_dormant=база широка: 662.4% при падении 91.7% — доля 0.60 > 0.55 | flow_hidden=поток не растёт: наклон -0.01022 < 0.01 | flow_spring=фон шумный: rel_vol 2.20 > 0.95,
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
BEATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,6,3,3,up,0.127,0,-0.00498,0.4954,89.62,63,94.8,,flow_dormant=это уже движение: отскок 336.3% > 250.0% | flow_hidden=поток не растёт: наклон -0.00498 < 0.01 | flow_spring=фон шумный: rel_vol 1.15 > 0.95,
WLDUSDT,1,74,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.5,0.0,0.28103333333333336,83,9,6,10,up,0.228,0,-0.02861,0.4838,3.2,58,59.5,,flow_dormant=база широка: 146.7% при падении 59.5% — доля 1.00 > 0.55 | flow_hidden=поток не растёт: наклон -0.02861 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
AVAAIUSDT,1,64,flow_churn,умеренный,2,дни,0.0,0.0,0.0,32.8,0.0,51.4,0.0,0.014783333333333334,106,12,5,10,up,0.308,0,-0.01547,0.49,3.75,0,22.4,,flow_dormant=падение 22.4% < 45.0% | flow_hidden=цена растёт: наклон 0.01391 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
BRUSDT,1,76,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.10739333333333334,124,5,2,10,none,0.0,0,0.00434,0.5091,6.01,1,25.4,,flow_dormant=падение 25.4% < 45.0% | flow_hidden=поток не растёт: наклон 0.00434 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,5,2,10,up,0.486,0,-0.03376,0.4838,1.53,220,67.9,,flow_dormant=цикла не было: рост до пика x1.53 < x3.0 | flow_hidden=поток не растёт: наклон -0.03376 < 0.01 | flow_spring=нет опорной зоны под ценой,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,1,0,3,down,0.408,0,-0.02774,0.4827,249.59,73,99.7,,flow_dormant=база широка: 24589.0% при падении 99.7% — доля 2.48 > 0.55 | flow_hidden=поток не растёт: наклон -0.02774 < 0.01 | flow_spring=фон шумный: rel_vol 2.27 > 0.95,
USUSDT,1,76,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,50.8,0.0,0.006506,64,3,2,3,down,0.15,0,0.01946,0.5116,23.39,18,77.9,,flow_dormant=база широка: 498.9% при падении 77.9% — доля 1.41 > 0.55 | flow_hidden=цена растёт: наклон 0.02250 > 0.002 | flow_spring=фон шумный: rel_vol 2.57 > 0.95,
TAOUSDT,1,87,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,0.0,62.0,0.0,0.0,191.77833333333336,76,9,8,10,none,0.0,0,-0.03374,0.4799,2.64,142,51.2,,flow_dormant=цикла не было: рост до пика x2.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.03374 < 0.01 | flow_spring=фон шумный: rel_vol 1.12 > 0.95,
CROSSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,14,10,10,none,0.0,0,-0.0074,0.4962,1.42,226,63.0,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00244 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
PROMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,132,14,9,10,up,1.0,0,-0.00722,0.4965,1.37,230,91.0,,flow_dormant=цикла не было: рост до пика x1.37 < x3.0 | flow_hidden=цена растёт: наклон 0.01495 > 0.002 | flow_spring=фон шумный: rel_vol 6.69 > 0.95,
XMRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,103,9,8,10,up,0.412,0,0.00606,0.5038,1.96,212,65.6,,flow_dormant=цикла не было: рост до пика x1.96 < x3.0 | flow_hidden=цена растёт: наклон 0.00378 > 0.002 | flow_spring=фон шумный: rel_vol 2.10 > 0.95,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,11,7,10,up,0.277,0,-0.00684,0.4967,1.4,207,70.3,,flow_dormant=цикла не было: рост до пика x1.40 < x3.0 | flow_hidden=цена растёт: наклон 0.00725 > 0.002 | flow_spring=фон шумный: rel_vol 2.25 > 0.95,
HEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145,9,5,10,none,0.0,0,0.01745,0.5058,9.97,8,78.1,,flow_dormant=база широка: 701.5% при падении 78.1% — доля 1.97 > 0.55 | flow_hidden=цена растёт: наклон 0.00416 > 0.002 | flow_spring=фон шумный: rel_vol 6.68 > 0.95,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,133,9,6,10,none,0.0,0,0.00558,0.5042,30.26,18,95.1,,flow_dormant=база широка: 2067.2% при падении 95.1% — доля 1.06 > 0.55 | flow_hidden=цена растёт: наклон 0.01576 > 0.002 | flow_spring=диапазон широк: 1681.1% > 35%,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58,6,4,10,none,0.0,0,-0.01699,0.491,1.27,221,73.0,,flow_dormant=цикла не было: рост до пика x1.27 < x3.0 | flow_hidden=поток не растёт: наклон -0.01699 < 0.01 | flow_spring=фон шумный: rel_vol 1.43 > 0.95,
ENAUSDT,1,62,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0837,62,3,2,10,up,0.306,0,-0.01269,0.4911,1.38,220,73.5,,flow_dormant=цикла не было: рост до пика x1.38 < x3.0 | flow_hidden=поток не растёт: наклон -0.01269 < 0.01 | flow_spring=нет опорной зоны под ценой,
KAITOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,121,10,7,10,up,0.493,0,-0.01283,0.4941,5.19,16,71.3,,flow_dormant=база широка: 247.8% при падении 71.3% — доля 1.00 > 0.55 | flow_hidden=цена растёт: наклон 0.01029 > 0.002 | flow_spring=диапазон широк: 245.4% > 35%,
2ZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,5,2,3,down,0.107,0,-0.00255,0.4992,1.53,202,69.1,,flow_dormant=цикла не было: рост до пика x1.53 < x3.0 | flow_hidden=поток не растёт: наклон -0.00255 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,5,1,10,up,0.403,0,-0.01687,0.4893,1.11,238,69.2,,flow_dormant=цикла не было: рост до пика x1.11 < x3.0 | flow_hidden=цена растёт: наклон 0.00256 > 0.002 | flow_spring=нет опорной зоны под ценой,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54,4,3,10,down,0.246,0,-0.02315,0.4884,1.33,212,62.0,,flow_dormant=цикла не было: рост до пика x1.33 < x3.0 | flow_hidden=поток не растёт: наклон -0.02315 < 0.01 | flow_spring=нет опорной зоны под ценой,
ALICEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,14,13,10,none,0.0,0,-0.01909,0.4888,2.71,118,64.9,,flow_dormant=цикла не было: рост до пика x2.71 < x3.0 | flow_hidden=поток не растёт: наклон -0.01909 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AVNTUSDT,1,51,flow_churn,умеренный,7,неделя,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.105965,47,9,5,3,none,0.0,0,-0.0161,0.4875,1.97,228,82.3,,flow_dormant=цикла не было: рост до пика x1.97 < x3.0 | flow_hidden=поток не растёт: наклон -0.01610 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,5,2,10,up,0.168,0,-0.02421,0.4899,1.48,221,59.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02421 < 0.01 | flow_spring=фон шумный: rel_vol 1.37 > 0.95,
ETHFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69,6,5,10,up,0.371,0,-0.01805,0.4919,1.27,220,68.1,,flow_dormant=цикла не было: рост до пика x1.27 < x3.0 | flow_hidden=цена растёт: наклон 0.00264 > 0.002 | flow_spring=фон шумный: rel_vol 2.30 > 0.95,
BICOUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.020326666666666666,124,11,9,10,up,0.177,0,0.01183,0.5054,8.12,5,74.0,,flow_dormant=это уже движение: отскок 259.3% > 250.0% | flow_hidden=цена растёт: наклон 0.00443 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
HUSDT,1,100,flow_dormant,экстремальный,25,недели,92.0,0.0,0.0,0.0,0.0,54.1,0.0,0.046,106,8,5,10,none,0.0,0,-0.0235,0.4844,11.2,74,94.7,,flow_hidden=поток не растёт: наклон -0.02350 < 0.01 | flow_spring=фон шумный: rel_vol 7.51 > 0.95,
ONDOUSDT,1,77,flow_spring,сильный,25,недели,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.30813333333333337,73,7,5,10,up,0.368,0,-0.02799,0.4888,2.42,97,39.9,,flow_dormant=цикла не было: рост до пика x2.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00215 > 0.002,
INJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66,7,5,10,up,0.346,0,-0.03703,0.4829,2.79,74,45.3,,flow_dormant=цикла не было: рост до пика x2.79 < x3.0 | flow_hidden=поток не растёт: наклон -0.03703 < 0.01 | flow_spring=фон шумный: rel_vol 1.35 > 0.95,
ALLOUSDT,1,73,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.09043666666666667,64,4,3,3,down,0.091,0,-0.00978,0.4956,12.39,67,60.0,,flow_dormant=база широка: 146.3% при падении 60.0% — доля 0.97 > 0.55 | flow_hidden=поток не растёт: наклон -0.00978 < 0.01 | flow_spring=фон шумный: rel_vol 0.99 > 0.95,
ACUUSDT,1,100,flow_dormant,экстремальный,7,неделя,92.0,0.0,0.0,0.0,0.0,54.1,0.0,0.07129,25,3,0,3,none,0.0,0,-0.0094,0.4909,3.62,202,83.4,,flow_hidden=поток не растёт: наклон -0.00940 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
TRXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57,6,4,10,none,0.0,0,0.01191,0.5066,1.42,80,18.2,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=набор комкОм: однородность 0.05 < 0.35 | flow_spring=событий за 24 баров 1 < 2,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,-0.01135,0.4967,1.31,234,82.3,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=цена растёт: наклон 0.00472 > 0.002 | flow_spring=фон шумный: rel_vol 0.95 > 0.95,
BLESSUSDT,1,100,flow_dormant,экстремальный,2,дни,91.8,0.0,0.0,0.0,31.0,60.5,0.0,0.005427,84,6,2,3,none,0.0,0,0.01355,0.5035,9.27,122,89.6,,flow_hidden=цена растёт: наклон 0.01199 > 0.002 | flow_spring=фон шумный: rel_vol 2.89 > 0.95,
DOSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,12,9,10,up,0.266,0,-0.04478,0.4758,1.46,221,61.3,,flow_dormant=цикла не было: рост до пика x1.46 < x3.0 | flow_hidden=поток не растёт: наклон -0.04478 < 0.01 | flow_spring=нет опорной зоны под ценой,
SCRTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,126,15,13,10,up,0.182,0,-0.02043,0.4811,2.24,203,87.1,,flow_dormant=цикла не было: рост до пика x2.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02043 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
MMTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,13,6,3,down,0.147,0,-0.01237,0.4943,4.71,14,70.4,,flow_dormant=отскока не было: 12.9% < 15.0% | flow_hidden=цена растёт: наклон 0.00317 > 0.002 | flow_spring=фон шумный: rel_vol 1.87 > 0.95,
ATOMUSDT,1,65,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1.3296666666666666,57,7,5,10,none,0.0,0,-0.0222,0.4887,1.48,212,55.2,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02220 < 0.01 | flow_spring=фон шумный: rel_vol 2.54 > 0.95,
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,14,7,10,up,0.152,0,-0.02809,0.4847,1.24,212,76.4,,flow_dormant=цикла не было: рост до пика x1.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02809 < 0.01 | flow_spring=фон шумный: rel_vol 0.99 > 0.95,
AMATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,0,1,up,0.093,0,-0.03526,0.4703,1.61,45,42.0,,flow_dormant=цикла не было: рост до пика x1.61 < x3.0 | flow_hidden=поток не растёт: наклон -0.03526 < 0.01 | flow_spring=нет живых зон,
COHRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,1,0,1,up,0.156,0,-0.05479,0.4632,1.36,72,55.7,,flow_dormant=цикла не было: рост до пика x1.36 < x3.0 | flow_hidden=поток не растёт: наклон -0.05479 < 0.01 | flow_spring=фон шумный: rel_vol 7.55 > 0.95,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59,5,1,10,none,0.0,0,-0.03131,0.4828,1.42,213,68.3,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.03131 < 0.01 | flow_spring=нет опорной зоны под ценой,
STORJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99,17,14,10,none,0.0,0,-0.03344,0.4823,1.54,229,76.8,,flow_dormant=цикла не было: рост до пика x1.54 < x3.0 | flow_hidden=поток не растёт: наклон -0.03344 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70,9,6,10,down,0.12,0,-0.03394,0.4802,1.81,220,83.5,,flow_dormant=цикла не было: рост до пика x1.81 < x3.0 | flow_hidden=поток не растёт: наклон -0.03394 < 0.01 | flow_spring=фон шумный: rel_vol 1.09 > 0.95,
ROBOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15,2,0,3,none,0.0,0,-0.02907,0.485,1.89,165,83.4,,flow_dormant=цикла не было: рост до пика x1.89 < x3.0 | flow_hidden=поток не растёт: наклон -0.02907 < 0.01 | flow_spring=фон шумный: rel_vol 5.97 > 0.95,
TAKEUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.03529666666666667,76,7,4,10,up,0.601,0,0.01112,0.5035,1.66,228,97.4,,flow_dormant=цикла не было: рост до пика x1.66 < x3.0 | flow_hidden=цена растёт: наклон 0.02291 > 0.002 | flow_spring=фон шумный: rel_vol 9.82 > 0.95,
MOVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96,14,8,10,none,0.0,0,-0.02485,0.487,1.44,208,86.5,,flow_dormant=цикла не было: рост до пика x1.44 < x3.0 | flow_hidden=поток не растёт: наклон -0.02485 < 0.01 | flow_spring=фон шумный: rel_vol 9.54 > 0.95,
ONEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,13,6,10,none,0.0,0,-0.01953,0.4844,1.48,221,87.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.01953 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
WLFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31,4,2,10,up,0.131,0,0.00338,0.5019,1.56,212,74.2,,flow_dormant=цикла не было: рост до пика x1.56 < x3.0 | flow_hidden=поток не растёт: наклон 0.00338 < 0.01 | flow_spring=фон шумный: rel_vol 1.39 > 0.95,
GPSUSDT,1,100,flow_dormant,экстремальный,25,недели,92.0,0.0,0.0,0.0,36.0,0.0,0.0,0.00818,130,13,10,10,down,0.239,0,-0.01175,0.4956,3.84,185,63.8,,flow_hidden=поток не растёт: наклон -0.01175 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78,7,7,10,up,0.204,0,-0.0401,0.4791,2.19,76,47.1,,flow_dormant=цикла не было: рост до пика x2.19 < x3.0 | flow_hidden=поток не растёт: наклон -0.04010 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
HBARUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,7,6,10,none,0.0,0,-0.01413,0.4896,1.31,220,52.0,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=поток не растёт: наклон -0.01413 < 0.01 | flow_spring=фон шумный: rel_vol 1.24 > 0.95,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72,5,4,10,none,0.0,0,-0.04337,0.478,1.42,220,73.5,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.04337 < 0.01 | flow_spring=фон шумный: rel_vol 1.44 > 0.95,
CRVUSDT,1,49,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.22063333333333332,44,5,3,10,up,0.494,0,-0.01624,0.4912,1.38,209,63.0,,flow_dormant=цикла не было: рост до пика x1.38 < x3.0 | flow_hidden=цена растёт: наклон 0.00209 > 0.002 | flow_spring=фон шумный: rel_vol 1.65 > 0.95,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
DOLOUSDT,1,57,flow_churn,умеренный,25,недели,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.027271666666666666,97,8,6,10,up,0.134,0,-0.01749,0.4876,2.8,211,76.2,,flow_dormant=цикла не было: рост до пика x2.80 < x3.0 | flow_hidden=поток не растёт: наклон -0.01749 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
VVVUSDT,1,73,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.4,0.0,9.171000000000001,126,13,11,10,down,0.453,0,0.0052,0.5006,19.35,72,54.5,,flow_dormant=база широка: 73.3% при падении 54.5% — доля 0.61 > 0.55 | flow_hidden=поток не растёт: наклон 0.00520 < 0.01 | flow_spring=фон шумный: rel_vol 1.28 > 0.95,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72,12,6,10,up,0.11,0,-0.04019,0.4814,1.64,220,58.3,,flow_dormant=цикла не было: рост до пика x1.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.04019 < 0.01 | flow_spring=фон шумный: rel_vol 1.01 > 0.95,
GWEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40,5,3,3,down,0.587,0,-0.03357,0.4842,10.96,46,94.2,,flow_dormant=база широка: 1634.9% при падении 94.2% — доля 1.00 > 0.55 | flow_hidden=поток не растёт: наклон -0.03357 < 0.01 | flow_spring=фон шумный: rel_vol 1.28 > 0.95,
PENGUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71,5,1,10,up,0.243,0,-0.02561,0.4876,1.64,220,61.9,,flow_dormant=цикла не было: рост до пика x1.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.02561 < 0.01 | flow_spring=нет опорной зоны под ценой,
XAIUSDT,1,63,flow_churn,умеренный,25,недели,0.0,0.0,0.0,38.3,0.0,0.0,0.0,0.006568999999999999,84,14,7,10,up,0.165,0,-0.04274,0.4764,1.56,209,74.6,,flow_dormant=цикла не было: рост до пика x1.56 < x3.0 | flow_hidden=поток не растёт: наклон -0.04274 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
GIGGLEUSDT,1,59,flow_taker,умеренный,2,дни,0.0,0.0,0.0,0.0,34.5,0.0,0.0,28.904999999999998,42,4,2,3,up,0.183,0,-0.01918,0.4918,1.48,222,74.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=цена растёт: наклон 0.00631 > 0.002 | flow_spring=фон шумный: rel_vol 1.43 > 0.95,
