symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_spread,collapsing,growth_x,failures,error
BTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,53,1,1,1,0.1519,0,1.16,,
ETHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,63,1,1,2,0.1946,0,1.19,,
SOLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,76,2,1,2,0.34,0,1.27,,
GIGGLEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,49,3,1,5,0.1726,0,1.12,,
1000RATSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,168,2,2,0,0.0,0,2.52,,
KOMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,144,6,5,0,0.0,0,5.83,,
AKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,147,10,10,0,0.0,0,39.91,,
HYPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,123,6,5,5,0.0115,0,3.76,,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,193,7,7,0,0.0,0,30.26,,
ZECUSDT,1,90,flow_spring,экстремальный,25,недели,46.9,75.9,0.0,0.0,55.6,0.0,365.619979324464,218,19,19,2,0.0412,0,3.74,,
BNBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,126,0,0,1,0.1645,0,1.17,,
DOGEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,0,0,2,0.2872,0,1.36,,
XRPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,0,0,2,0.188,0,1.37,,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,105,3,3,0,0.0,0,1.09,,
IDOLUSDT,0,39,none,,0,,0.0,0.0,39.1,0.0,0.0,0.0,,156,3,2,0,0.0,0,1.73,,
BEATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,85,10,10,0,0.0,0,89.62,,
ADAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,77,0,0,1,0.1036,0,1.19,,
BTWUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,73,2,2,3,0.0216,0,1.48,,
MMTUSDT,1,81,flow_churn,сильный,2,дни,0.0,0.0,65.1,0.0,0.0,0.0,0.14351826642193816,82,9,8,0,0.0,0,4.71,,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,64,1,0,2,0.075,0,2.0,,
AAVEUSDT,1,73,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,50.4,0.0,80.31,90,2,2,2,0.123,0,1.14,,
UAIUSDT,1,90,flow_churn,экстремальный,2,дни,0.0,0.0,75.7,0.0,47.2,0.0,0.19952641983312644,98,9,7,0,0.0,0,5.3,,
UNIUSDT,1,89,flow_churn,экстремальный,2,дни,0.0,0.0,74.2,0.0,53.8,0.0,3.2213242387537884,104,2,2,10,0.0386,0,1.35,,
PUMPUSDT,1,83,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,69.4,0.0,0.0016933919544418626,46,4,4,1,0.367,0,2.0,,
EULUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,82,6,4,10,0.2734,0,1.14,,
USUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,107,17,16,0,0.0,0,23.39,,
1000SATSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,1,1,1,0.3923,0,2.88,,
KAITOUSDT,1,90,flow_churn,экстремальный,2,дни,0.0,0.0,81.0,0.0,0.0,0.0,0.3952962500029632,168,16,15,0,0.0,0,5.19,,
LINKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,80,1,1,5,0.239,0,1.14,,
WLDUSDT,1,83,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,69.4,0.0,0.2911201387218385,156,5,4,5,0.0448,0,3.2,,
EPICUSDT,1,81,flow_fuel,сильный,2,дни,0.0,0.0,47.2,0.0,59.0,0.0,0.5995738733291355,203,12,12,0,0.0,0,5.06,,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,65,1,1,2,0.2628,0,1.53,,
DEXEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,252,2,2,0,0.0,0,29.1,,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,83,0,0,2,0.2278,0,1.33,,
ONDOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,121,5,3,1,0.1171,0,1.17,,
NEARUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,1.5929991595584978,138,5,4,0,0.0,0,3.67,,
TLMUSDT,0,36,none,,0,,0.0,0.0,35.9,0.0,0.0,0.0,,207,3,3,0,0.0,0,5.34,,
AEVOUSDT,1,85,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,72.0,0.0,0.0,0.017787371879395143,135,2,2,1,0.4495,0,1.21,,
ONUSDT,1,77,flow_churn,сильный,2,дни,0.0,0.0,52.3,0.0,42.8,0.0,0.07891955956017484,124,10,9,0,0.0,0,6.07,,
TAOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,125,1,1,1,0.0108,0,2.64,,
ORDIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,105,2,0,5,0.125,0,5.17,,
PTBUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,0.000577399288779867,106,4,4,0,0.0,0,3.01,,
ENAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,101,0,0,3,0.1731,0,1.17,,
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,143,1,0,0,0.0,0,259.49,,
FIGHTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,35,2,1,1,0.3174,0,1.53,,
LTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,1,1,5,0.3011,0,1.1,,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
SYNUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,216,7,7,0,0.0,0,26.56,,
BULLAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,181,12,12,0,0.0,0,19.2,,
HOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,140,0,0,0,0.0,0,4.56,,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,109,0,0,3,0.1639,0,1.46,,
BLESSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,109,7,4,1,0.1158,0,9.27,,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,83,0,0,1,0.3063,0,1.17,,
TRXUSDT,1,86,flow_fuel,экстремальный,25,недели,55.1,0.0,0.0,0.0,69.4,0.0,0.31655203478332194,93,6,4,5,0.3304,0,1.42,,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,0,0,1,0.1615,0,1.29,,
XMRUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,55.6,0.0,312.8900740777555,170,7,5,1,0.316,0,2.22,,
PENGUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,108,1,0,2,0.1858,0,1.64,,
TAKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,91,5,4,10,0.1027,0,1.91,,
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,118,0,0,0,0.0,0,1.11,,
ZAMAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,54,4,4,0,0.0,0,0.0,,
FARTCOINUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,50,0,0,3,0.0052,0,2.0,,
INJUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,55.6,0.0,4.579709643740141,112,7,6,1,0.125,0,2.79,,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,122,2,2,5,0.1025,0,2.19,,
BABYUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,152,1,1,0,0.0,0,122.53,,
AIOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,128,1,1,10,0.0113,0,3.94,,
