symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_spread,collapsing,growth_x,failures,error
BTCUSDT,1,52,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,30.6,0.0,61352.333333333336,29,1,1,10,,0,,,
ETHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,43,0,0,10,,0,,,
TUTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,101,0,0,10,,0,,,
SOLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,41,0,0,10,,0,,,
BMTUSDT,1,61,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,43.3,0.0,0.01224,82,1,1,10,,0,,,
XRPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,51,1,1,10,,0,,,
ZECUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,130,0,0,10,,0,,,
BICOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,121,2,2,10,,0,,,
HYPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,74,0,0,10,,0,,,
CYSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,25,0,0,3,,0,,,
DOGEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,60,0,0,10,,0,,,
MUBARAKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,84,2,2,10,,0,,,
BNBUSDT,1,64,flow_taker,умеренный,25,недели,0.0,0.0,0.0,47.2,0.0,0.0,586.7866666666667,85,1,1,10,,0,,,
PUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,39,2,1,10,,0,,,
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
BEATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,60,0,0,3,,0,,,
WLDUSDT,1,67,flow_taker,умеренный,25,недели,0.0,0.0,0.0,51.7,0.0,0.0,0.3382,90,0,0,10,,0,,,
EPICUSDT,1,62,flow_taker,умеренный,2,дни,0.0,0.0,0.0,45.3,0.0,0.0,0.4805,130,1,1,10,,0,,,
TSTUSDT,1,59,flow_fuel,умеренный,7,неделя,0.0,0.0,33.2,0.0,40.8,0.0,0.022505333333333332,119,1,1,10,,0,,,
龙虾USDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,21,0,0,3,,0,,,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,48,1,0,10,,0,,,
ADAUSDT,1,66,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,51.0,0.0,0.18645,54,1,1,10,,0,,,
KAITOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,114,0,0,10,,0,,,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,39,0,0,10,,0,,,
XANUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,62,0,0,3,,0,,,
LINKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,52,0,0,10,,0,,,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,129,1,1,10,,0,,,
NILUSDT,1,64,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,47.6,0.0,0.03859,125,2,0,10,,0,,,
BOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,84,2,2,10,,0,,,
BTWUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,10,1,0,1,,0,,,
SKYAIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,129,2,1,10,,0,,,
NEARUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,0,0,10,,0,,,
UNIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,72,1,0,10,,0,,,
TAOUSDT,1,67,flow_taker,умеренный,25,недели,0.0,0.0,0.0,51.7,0.0,0.0,204.0,73,0,0,10,,0,,,
ENAUSDT,1,59,flow_taker,умеренный,25,недели,0.0,0.0,0.0,39.7,0.0,0.0,0.09072,68,1,1,10,,0,,,
XMRUSDT,1,59,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,40.8,0.0,350.3733333333334,109,1,1,10,,0,,,
